bibsys.no,timed out
xxx-game.org,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1108)
huajia.cc,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1108)
krypto-gold.com,[Errno 11001] getaddrinfo failed
bus222.com,timed out
divxclasico.com,timed out
ngasih.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1108)
bagishared.net,[Errno 11001] getaddrinfo failed
prison-break-hd-streaming.com,[Errno 11001] getaddrinfo failed
hako.re,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1108)
ccjoy.com,[Errno 11001] getaddrinfo failed
pcdaopune.gov.in,_ssl.c:1091: The handshake operation timed out
taka9un.com,[Errno 11001] getaddrinfo failed
greedge.com,[Errno 11002] getaddrinfo failed
citibank.com.ph,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'citibank.com.ph'. (_ssl.c:1108)"
play4funnetwork.com,[Errno 11001] getaddrinfo failed
valencia.es,_ssl.c:1091: The handshake operation timed out
orpha.net,[Errno 11001] getaddrinfo failed
chery.cn,timed out
ewtang.com,timed out
4allprograms.net,timed out
laibatour.com,timed out
dengi.ua,_ssl.c:1091: The handshake operation timed out
see-tube.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
uber-fare-estimator.com,[Errno 11001] getaddrinfo failed
9669.com,[Errno 11001] getaddrinfo failed
bagheeraboutique.com,[Errno 11002] getaddrinfo failed
notices-pdf.com,timed out
enjoysun.co,[Errno 11001] getaddrinfo failed
ipadown.com,timed out
productsbrand.com,timed out
gooworld.jp,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'gooworld.jp'. (_ssl.c:1108)"
awmdm.com,[Errno 11001] getaddrinfo failed
yoc9.com,[Errno 11001] getaddrinfo failed
astonishing-gift.space,[Errno 11001] getaddrinfo failed
zone-telechargementz.fr,[Errno 11001] getaddrinfo failed
intralot.com.pe,[Errno 11001] getaddrinfo failed
jinshangdai.com,[Errno 11001] getaddrinfo failed
cocounion.com,timed out
vietsubhd.com,timed out
onecoin.eu,timed out
sfdownload.org,[Errno 11001] getaddrinfo failed
thithptquocgia.edu.vn,timed out
iniciarsesioncorreo.live,[Errno 11001] getaddrinfo failed
sgst.cn,timed out
sishuok.com,timed out
mudet.com,timed out
nudistlog.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'nudistlog.com'. (_ssl.c:1108)"
ledenhad2.pw,[Errno 11001] getaddrinfo failed
clubcorp.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'clubcorp.com'. (_ssl.c:1108)"
subs.com.ru,timed out
radiola.audio,[Errno 11001] getaddrinfo failed
g-matome.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'g-matome.com'. (_ssl.c:1108)"
gioitre.net,[Errno 11001] getaddrinfo failed
591hx.com,[Errno 11001] getaddrinfo failed
lacheapinsurance.com,timed out
filmfarm.download,[Errno 11001] getaddrinfo failed
indianarmy.nic.in,timed out
videobox.tv,timed out
promotionbrand.com,[Errno 11001] getaddrinfo failed
lankahotnews.com,timed out
bpcl.in,[Errno 11001] getaddrinfo failed
wikinavi.net,[SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1108)
lilith-soft.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1108)
syriatel.sy,timed out
ndiy.cn,[Errno 11001] getaddrinfo failed
ranini.tv,timed out
watchsnk2.net,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
rl-trades.com,timed out
alliancedata.com,[SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1108)
idol48fans.web.id,[Errno 11001] getaddrinfo failed
mgsubikaner.ac.in,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'mgsubikaner.ac.in'. (_ssl.c:1108)"
filmbagus21.space,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'filmbagus21.space'. (_ssl.c:1108)"
klaiba.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'klaiba.com'. (_ssl.c:1108)"
aparadekto.gr,[Errno 11001] getaddrinfo failed
forthnet.gr,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'forthnet.gr'. (_ssl.c:1108)"
shimamura.gr.jp,[Errno 11001] getaddrinfo failed
datahc.com,[Errno 11001] getaddrinfo failed
div.io,[Errno 11001] getaddrinfo failed
arcadetitan.com,timed out
hotiloka.pro,[Errno 11001] getaddrinfo failed
hemen-indirin.com,timed out
akkord-tour.com.ua,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'akkord-tour.com.ua'. (_ssl.c:1108)"
rewardpromo.com,[Errno 11002] getaddrinfo failed
slutscreampie.com,timed out
fatsecret.ru,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1108)
videodirectory16.info,[Errno 11001] getaddrinfo failed
21wecan.com,[Errno 11001] getaddrinfo failed
wzdai.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'wzdai.com'. (_ssl.c:1108)"
developer1.ir,[Errno 11002] getaddrinfo failed
capitalfirst.com,timed out
bestmaturepics.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
grodno.net,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1108)
kontrolnaya-rabota.ru,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1108)
localmilfselfies.com,[Errno 11002] getaddrinfo failed
wv.gov,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'wv.gov'. (_ssl.c:1108)"
prodirectselect.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
bigetek.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'bigetek.com'. (_ssl.c:1108)"
hdkinoklub.com,timed out
lsfibernet.in,[Errno 11001] getaddrinfo failed
xooit.fr,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'xooit.fr'. (_ssl.c:1108)"
ntq-partnership.com,[Errno 11001] getaddrinfo failed
moviecrow.com,timed out
cloud.bb,timed out
akibacom.jp,timed out
colchonero.com,timed out
mediatrends.es,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1108)
mokkels.nl,timed out
greatjob.net,[Errno 11001] getaddrinfo failed
rsuh.ru,timed out
buxi.ir,[Errno 11001] getaddrinfo failed
petsite.net,timed out
nadyed.com,timed out
grovelfun.com,[Errno 11001] getaddrinfo failed
pc5566.com,[Errno 11001] getaddrinfo failed
qebodu.com,timed out
bazikhone.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1108)
knownsec.com,timed out
game321.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1108)
indiangirlsclub.com,timed out
wyndhamworldwide.com,timed out
cubaeduca.cu,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'cubaeduca.cu'. (_ssl.c:1108)"
scipost.ir,[Errno 11002] getaddrinfo failed
anta-vip.com.cn,timed out
bugiltelanjang17.com,[Errno 11001] getaddrinfo failed
bbs25.com,[Errno 11001] getaddrinfo failed
meendo1.net,timed out
ibnlokmat.tv,timed out
