123netflix.com,[Errno 11001] getaddrinfo failed
overcart.com,timed out
tiava.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
calstatela.edu,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'calstatela.edu'. (_ssl.c:1129)"
noisli.com,timed out
megabatoorturkiyebayi.com,[Errno 11001] getaddrinfo failed
fransiplus.com,timed out
newsmobile.in,timed out
speednetwork6.com,[Errno 11001] getaddrinfo failed
smbctb.co.jp,[Errno 11001] getaddrinfo failed
unican.es,[Errno 11001] getaddrinfo failed
fullhd720pizle.net,[Errno 11001] getaddrinfo failed
usc.es,[Errno 11001] getaddrinfo failed
pokazuha.ru,timed out
tus.ac.jp,[Errno 11001] getaddrinfo failed
rozmusic.com,_ssl.c:1112: The handshake operation timed out
fleshbot.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
tiantangbt.com,timed out
4shared-desktop.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)
newsvine.com,timed out
inoxwap.com,timed out
macnewtech.com,[Errno 11001] getaddrinfo failed
stlouisfed.org,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)
clubbox.co.kr,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)
viva9988.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'viva9988.com'. (_ssl.c:1129)"
diziizlesonbolum.org,[Errno 11001] getaddrinfo failed
xxxvideor.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
cjn.cn,timed out
bog79.com,timed out
aeonbank.co.jp,[Errno 11001] getaddrinfo failed
infinitynewtab.com,[Errno 11001] getaddrinfo failed
jellyshare.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)
wizejdnlqwcb.com,[Errno 11001] getaddrinfo failed
fullhdfilm.gen.tr,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)
qu.cn,timed out
weimeixi.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'weimeixi.com'. (_ssl.c:1129)"
bet-booom.ru,[Errno 11001] getaddrinfo failed
genyoutube.net,[Errno 11001] getaddrinfo failed
8novels.net,timed out
02lu.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
bluegate.jp,[Errno 11001] getaddrinfo failed
inpe.br,[Errno 11001] getaddrinfo failed
zac.ai,[Errno 11001] getaddrinfo failed
hotgaylist.com,[SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1129)
sstruyen.com,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1129)
12315.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for '12315.com'. (_ssl.c:1129)"
ewao.com,[Errno 11001] getaddrinfo failed
emforce.co.kr,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'emforce.co.kr'. (_ssl.c:1129)"
uji.es,timed out
empornium.ph,timed out
frivsgame.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1129)
dcnepalonline.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1129)
alibabacorp.com,timed out
seriespeelink.com,timed out
shopstyle.co.jp,[SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1129)
fastindianporn.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
china-pub.com,[Errno 11001] getaddrinfo failed
kaplan.edu,timed out
flirtcafe.de,timed out
foxmail.com,timed out
ccgp.gov.cn,[Errno 11001] getaddrinfo failed
hyperxgaming.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)
filmexpresi.com,[Errno 11001] getaddrinfo failed
torbox.net,timed out
zasv.net,timed out
rebelcircus.com,timed out
hud.gov,timed out
volumtrk.com,[Errno 11001] getaddrinfo failed
jp-xvideos.info,timed out
saudi.gov.sa,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'saudi.gov.sa'. (_ssl.c:1129)"
cur.lv,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'cur.lv'. (_ssl.c:1129)"
qbao.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'qbao.com'. (_ssl.c:1129)"
woodmancastingx.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
sweets-pages.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
maoso.com,[Errno 11001] getaddrinfo failed
2ch.io,timed out
freeload.co,[Errno 11001] getaddrinfo failed
hiveminer.com,timed out
rete.toscana.it,timed out
jiaoping.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)
tufs.ac.jp,timed out
yoka.com,timed out
it610.com,[Errno 11001] getaddrinfo failed
falabella.com.ar,[Errno 11001] getaddrinfo failed
soccerdigestweb.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'soccerdigestweb.com'. (_ssl.c:1129)"
gxu.edu.cn,[Errno 11001] getaddrinfo failed
mvmco.ir,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)
daisuki.net,[Errno 11002] getaddrinfo failed
