muryouav.net,timed out
iranapps.ir,_ssl.c:1112: The handshake operation timed out
activebeat.co,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'activebeat.co'. (_ssl.c:1129)"
canlimaclar.co,[Errno 11001] getaddrinfo failed
novinhasdozapzap.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
tigerairtw.com,[Errno 11001] getaddrinfo failed
rjljndfgnkcu.com,[Errno 11001] getaddrinfo failed
varzesh11.com,timed out
taiwan.cn,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'taiwan.cn'. (_ssl.c:1129)"
multimedios.com,timed out
brevin.website,[Errno 11001] getaddrinfo failed
lianshang.com,timed out
easyperfectnew.com,[Errno 11001] getaddrinfo failed
gayhoopla.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
bfindo.com,timed out
arcteryx.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)
aijianji.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'aijianji.com'. (_ssl.c:1129)"
budejie.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1129)
1-hash.com,timed out
pikore.co,timed out
gaotie.cn,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'gaotie.cn'. (_ssl.c:1129)"
civilarch.ir,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'civilarch.ir'. (_ssl.c:1129)"
xyz191.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1129)
btbtt.pw,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)
spzs.com,timed out
codesec.net,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'codesec.net'. (_ssl.c:1129)"
kyoto.lg.jp,[Errno 11001] getaddrinfo failed
indians3.xyz,[Errno 11001] getaddrinfo failed
hkbu.edu.hk,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)
grepcode.com,timed out
digitalartistsonline.com,timed out
irtelecom.az,[Errno 11001] getaddrinfo failed
momi3.net,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'momi3.net'. (_ssl.c:1129)"
csgoreplay.club,[Errno 11001] getaddrinfo failed
tcg.ir,[Errno 11001] getaddrinfo failed
kyoto.jp,[Errno 11001] getaddrinfo failed
icicipruamc.com,timed out
bankalfalah.com,[Errno 11001] getaddrinfo failed
300mbfilms.org,timed out
saqlamheyat.az,[Errno 11002] getaddrinfo failed
vidnice.space,[Errno 11001] getaddrinfo failed
smutcam.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)
pttread.com,timed out
soubarato.com.br,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)
gacix.xyz,[Errno 11001] getaddrinfo failed
ittribalwo.com,timed out
geoportail.gouv.fr,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)
hsbc.com.eg,[Errno 11001] getaddrinfo failed
teengirl-pics.com,timed out
webutation.net,_ssl.c:1112: The handshake operation timed out
doubleclickbygoogle.com,[Errno 2] No such file or directory
shippingchina.com,timed out
youtubeonrepeat.com,timed out
aboutyun.com,[Errno 11001] getaddrinfo failed
119g.com,[Errno 11001] getaddrinfo failed
bitisland.biz,[Errno 11001] getaddrinfo failed
etc-meisai.jp,[Errno 11001] getaddrinfo failed
heromaza.me,[Errno 11001] getaddrinfo failed
madchensex.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
quantopian.com,timed out
gag1gag.com,[Errno 11002] getaddrinfo failed
yaojingweiba.com,timed out
swust.edu.cn,timed out
huffpostmaghreb.com,[Errno 11001] getaddrinfo failed
azstatic.com,[Errno 11001] getaddrinfo failed
hrss.gov.cn,[Errno 11001] getaddrinfo failed
watchpornfree.me,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'watchpornfree.me'. (_ssl.c:1129)"
videobokep.co,[Errno 11001] getaddrinfo failed
gigporn.org,[Errno 11001] getaddrinfo failed
picjoke.net,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)
iyunv.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1129)
skynetblogs.be,[Errno 11002] getaddrinfo failed
language3days.com,timed out
xxx-tracker.com,timed out
area-11.com,[SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1129)
kke.co.jp,[Errno 11001] getaddrinfo failed
olangal.pro,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)
51seer.com,[Errno 11001] getaddrinfo failed
fredmeyer.com,timed out
bitchyf.it,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)
glbimg.com,[Errno 11001] getaddrinfo failed
prc.gov.ph,timed out
bjjtgl.gov.cn,[Errno 11001] getaddrinfo failed
eurobabeindex.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
gmbox.ru,[Errno 11002] getaddrinfo failed
boqii.com,timed out
begemot.media,[Errno 11001] getaddrinfo failed
smarttalkies.com,[Errno 11002] getaddrinfo failed
k12.sc.us,[Errno 11001] getaddrinfo failed
cna.gob.mx,[Errno 11002] getaddrinfo failed
lss.gov.cn,[Errno 11001] getaddrinfo failed
owschools.com,[Errno 11001] getaddrinfo failed
nhk-ondemand.jp,[Errno 11001] getaddrinfo failed
opsu.gob.ve,timed out
segou456.info,[Errno 11001] getaddrinfo failed
edistrictodisha.gov.in,timed out
slack-redir.net,[Errno 11001] getaddrinfo failed
advmedialtd.com,timed out
mobile-tracker-free.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
meiguoshenpo.com,[Errno 11001] getaddrinfo failed
wealthpiggy.com,timed out
exgirlfriendmarket.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
instagramcharts.com,[Errno 11001] getaddrinfo failed
narita-airport.jp,[Errno 11001] getaddrinfo failed
maricopa.gov,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)
liba.com,[Errno 11001] getaddrinfo failed
sanitas.es,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
bravoteens.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
jacdelhi.nic.in,[Errno 11001] getaddrinfo failed
unusualporn.net,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
prophotos.ru,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)
zoofilia.gratis,[Errno 11001] getaddrinfo failed
gurupembelajar.id,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)
askadmissions.net,[Errno 11001] getaddrinfo failed
alchourouk.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'alchourouk.com'. (_ssl.c:1129)"
takewari.com,timed out
fzfed.com.cn,timed out
sexhubhd.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
debonairblog.com,timed out
edb.com,timed out
maiziedu.com,timed out
gestionsecretariasdeeducacion.gov.co,[Errno 11001] getaddrinfo failed
cslxhmchzgbx.com,[Errno 11001] getaddrinfo failed
nzbs.org,timed out
uni-kl.de,[Errno 11001] getaddrinfo failed
astropaycard.com,[Errno 11001] getaddrinfo failed
qatarairways.com.qa,[Errno 11001] getaddrinfo failed
aboutcg.com,timed out
lifeextension.com,timed out
poker1945a.com,[Errno 11001] getaddrinfo failed
dmca.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)
twse.com.tw,[Errno 11001] getaddrinfo failed
fapd.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)
xiji.com,timed out
f-tools.net,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'f-tools.net'. (_ssl.c:1129)"
yingshidaquan.cc,timed out
arabwebpage.com,[Errno 11002] getaddrinfo failed
darkhorizons.com,timed out
girlsdoporn.com,[Errno 11001] getaddrinfo failed
stamp3.com,timed out
qiulele.com,[Errno 11002] getaddrinfo failed
streamcherry.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'streamcherry.com'. (_ssl.c:1129)"
pemex.com,timed out
fattyvideos.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
oyunkuzusu.com,timed out
unitel.ao,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)
markafoni.com,[Errno 11001] getaddrinfo failed
abacast.net,[Errno 11001] getaddrinfo failed
e-sim.org,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)
starafrica.com,[Errno 11002] getaddrinfo failed
ur-net.go.jp,[Errno 11001] getaddrinfo failed
ufpe.br,[Errno 11001] getaddrinfo failed
rtb-click.com,[Errno 11001] getaddrinfo failed
51testing.com,[Errno 11001] getaddrinfo failed
opco.me,timed out
slither-io.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'slither-io.com'. (_ssl.c:1129)"
javbraze.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
unisys.co.jp,timed out
vrheads.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'vrheads.com'. (_ssl.c:1129)"
videosexbokep.org,[Errno 11001] getaddrinfo failed
samsungsvc.co.kr,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'samsungsvc.co.kr'. (_ssl.c:1129)"
cherry-love.com,timed out
javqd.com,timed out
onlinewelten.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)
spyoncaller.net,timed out
free-tor.org,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'free-tor.org'. (_ssl.c:1129)"
uccard.co.jp,[Errno 11001] getaddrinfo failed
inra.fr,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'inra.fr'. (_ssl.c:1129)"
typewritersvoice.com,timed out
epubit.com.cn,timed out
openu.ac.il,timed out
buycar.cn,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'buycar.cn'. (_ssl.c:1129)"
xrcch.com,[Errno 11001] getaddrinfo failed
fuckthathussy.com,timed out
ign.xn--fiqs8s,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'ign.xn--fiqs8s'. (_ssl.c:1129)"
k12.ia.us,timed out
ecn5.com,[Errno 11002] getaddrinfo failed
baydrama.co,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
zhibo11.com,timed out
taiwanlottery.com.tw,[Errno 11001] getaddrinfo failed
thenipslip.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
nielit.in,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'nielit.in'. (_ssl.c:1129)"
sbismart.com,[Errno 11001] getaddrinfo failed
qqnz.com,[Errno 11001] getaddrinfo failed
monegle.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'monegle.com'. (_ssl.c:1129)"
csis.ir,timed out
luoo.net,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'luoo.net'. (_ssl.c:1129)"
mywebvalet.net,[Errno 11001] getaddrinfo failed
javbest.net,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'javbest.net'. (_ssl.c:1129)"
refolikkj.win,[Errno 11001] getaddrinfo failed
unishivaji.ac.in,timed out
gojiaju.com,[Errno 11001] getaddrinfo failed
watchdbs.xyz,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)
imgoutlet.co,[Errno 11001] getaddrinfo failed
rajrmsa.nic.in,[Errno 11001] getaddrinfo failed
tp-linkru.com,timed out
irtextbook.com,timed out
netxinvestor.com,_ssl.c:1112: The handshake operation timed out
salyk.kz,timed out
9lwan.com,[Errno 11001] getaddrinfo failed
pardisgame.net,[Errno 11002] getaddrinfo failed
ff14.co.kr,timed out
meteocentrale.ch,timed out
82fed4c780ef4200.com,[Errno 11001] getaddrinfo failed
snnu.edu.cn,[Errno 11001] getaddrinfo failed
refah-bank.ir,timed out
qqyxwg.com,timed out
web.lk,[Errno 11001] getaddrinfo failed
cnpowdertech.com,[Errno 11001] getaddrinfo failed
38522.com,[Errno 11001] getaddrinfo failed
freepornvs.com,[Errno 11001] getaddrinfo failed
ddl-music.to,[Errno 11001] getaddrinfo failed
flightclub.cn,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)
openrussia.org,[Errno 11001] getaddrinfo failed
lushstories.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
aflink.org,[Errno 11001] getaddrinfo failed
herostart.com,timed out
milf-hot.com,timed out
choice.gov.in,[Errno 11002] getaddrinfo failed
fc2livecn.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)
hui9zhe.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'hui9zhe.com'. (_ssl.c:1129)"
mypot.jp,[Errno 11001] getaddrinfo failed
2-d.jp,[Errno 11001] getaddrinfo failed
gamekana.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1129)
alcatel-lucent.com,timed out
advshrtnr.org,[Errno 11001] getaddrinfo failed
cupl.edu.cn,[Errno 11001] getaddrinfo failed
previously.tv,timed out
nsbu.co.kr,timed out
tci-khorasan.ir,[Errno 11001] getaddrinfo failed
trkpointcloud.com,[Errno 11001] getaddrinfo failed
big.or.jp,[Errno 11001] getaddrinfo failed
monster-strike.com,timed out
pamfleti.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)
hdporncomics.com,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
kurumachannel.com,[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1129)
prixclub.com,"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'prixclub.com'. (_ssl.c:1129)"
frtyk.com,[Errno 11001] getaddrinfo failed
megastudy.net,[WinError 10054] 현재 연결은 원격 호스트에 의해 강제로 끊겼습니다
agoraguenta.com,[Errno 11001] getaddrinfo failed
lolhardonline.com,[Errno 11001] getaddrinfo failed
tubelombia.net,timed out
